"GEOID","af.am","am.ind","asian","hispanic","median.gross.rent","median.household.income","multiple","nh.pi","other","population","rent.burden","white","checkTot","pct.white","pct.af.am","pct.hispanic","pct.am.ind","pct.asian","pct.nh.pi","pct.multiple","pct.other","year"
"51049",2897,9,75,112,741,57568,438,0,0,9669,22.6,6138,9669,0.63481228668942,0.299617333747027,0.011583410900817,0.000930809804529941,0.00775674837108284,0,0.0452994104871238,0,2021
"51051",121,21,19,145,615,33905,58,0,6,14256,34.9,13886,14256,0.974046015712682,0.00848765432098765,0.0101711560044893,0.00147306397306397,0.0013327721661055,0,0.00406846240179573,0.000420875420875421,2021
"51053",8822,0,224,1055,1088,68918,356,15,127,28040,24.6,17441,28040,0.622004279600571,0.314621968616262,0.0376248216833096,0,0.0079885877318117,0.000534950071326676,0.0126961483594864,0.00452924393723252,2021
"51057",4053,0,61,429,881,54375,330,0,6,10621,36.6,5742,10621,0.540627059598908,0.381602485641653,0.0403916768665851,0,0.00574333866867527,0,0.0310705206666039,0.000564918557574616,2021
"51059",109396,1356,228682,188036,1977,133974,47172,577,6010,1146825,28.4,565596,1146825,0.493184226015303,0.0953903167440542,0.163962243585551,0.00118239487280099,0.199404442700499,0.000503128201774464,0.0411326924334576,0.00524055544655898,2021
"51061",4917,200,1165,6674,1412,111368,2304,33,168,72416,24.2,56955,72416,0.786497459125055,0.0678993592576226,0.0921619531595228,0.00276182059213433,0.0160876049491825,0.000455700397702165,0.0318161732213875,0.00231992929739284,2021
"51063",435,23,67,453,760,51612,96,0,36,15536,24,14426,15536,0.928553038105046,0.0279994850669413,0.0291580844490216,0.00148043254376931,0.00431256436663234,0,0.00617919670442842,0.00231719876416066,2021
"51065",3907,23,205,1029,1188,82983,918,24,162,27078,25.1,20810,27078,0.768520570204594,0.144286874953837,0.038001329492577,0.000849398035305414,0.00757072161902652,0.000886328384666519,0.0339020607134944,0.005982716596499,2021
"51067",4215,92,364,1612,758,59667,868,5,17,54829,25,47656,54829,0.869175071586204,0.0768753761695453,0.0294004997355414,0.00167794415364132,0.00663882252092871,9.1192617045724e-05,0.0158310383191377,0.000310054897955462,2021
"51069",3522,126,1419,8596,1182,84317,2502,84,156,90287,27,73882,90287,0.818301638109584,0.0390089381638553,0.0952075049564168,0.00139554974691816,0.0157165483402926,0.000930366497945441,0.0277116306888035,0.00172782349618439,2021
"51071",315,0,3,307,705,57911,260,59,0,16764,21.6,15820,16764,0.943688857074684,0.018790264853257,0.0183130517776187,0,0.000178954903364352,0.00351944643283226,0.0155094249582439,0,2021
"51073",3298,14,267,1501,1022,77733,1168,0,93,38586,27.6,32245,38586,0.835665785518064,0.0854714145026694,0.0389001192142228,0.000362825895402478,0.00691960814803297,0,0.030270046130721,0.00241020059088789,2021
"51075",3692,9,417,765,1286,100517,609,0,16,24300,24.4,18792,24300,0.773333333333333,0.151934156378601,0.0314814814814815,0.00037037037037037,0.0171604938271605,0,0.0250617283950617,0.00065843621399177,2021
"51077",730,9,276,572,616,43022,93,0,0,15418,23.2,13738,15418,0.891036450901544,0.0473472564534959,0.0370994940978078,0.00058373329874173,0.0179011544947464,0,0.00603191075366455,0,2021
"51079",1268,36,425,1280,1264,73844,693,16,294,20374,26.6,16362,20374,0.803082359870423,0.062236183370963,0.0628251693334642,0.00176695788750368,0.0208599195052518,0.000785314616668303,0.0340139393344459,0.0144301560812801,2021
"51081",6250,6,7,302,930,53063,769,0,8,11465,27.5,4123,11465,0.359616223288269,0.545137374618404,0.0263410379415613,0.000523331879633668,0.000610553859572612,0,0.0670737025730484,0.000697775839511557,2021
"51083",11967,37,65,776,692,45962,987,0,0,34228,31.2,20396,34228,0.595886408788127,0.349626037162557,0.0226714970199836,0.00108098632698376,0.00189903003389038,0,0.0288360406684586,0,2021
"51085",9209,198,1818,3519,1260,96911,3694,54,365,109232,27.2,90375,109232,0.827367438113373,0.0843067965431375,0.0322158341877838,0.00181265563204922,0.0166434744397246,0.000494360626922514,0.0338179288120697,0.00334151164493921,2021
"51087",97450,340,30626,19839,1258,76345,11422,104,1316,331924,29.7,170827,331924,0.514656969667755,0.293591304033453,0.0597697063183138,0.00102433087092226,0.0922681095672503,0.000313324736987985,0.0344114917872766,0.00396476301804027,2021
"51089",11583,3,295,2991,637,41103,804,0,87,51077,26.9,35314,51077,0.691387512970613,0.226775260880631,0.058558646749026,5.87348513029348e-05,0.00577559371145525,0,0.0157409401491865,0.00170331068778511,2021
"51091",0,0,69,0,710,52901,102,0,0,2229,35.2,2058,2229,0.92328398384926,0,0,0,0.0309555854643338,0,0.0457604306864065,0,2021
"51093",8509,29,359,1452,1124,84673,1182,12,27,38301,28.3,26731,38301,0.697919114383436,0.222161301271507,0.037910237330618,0.000757160387457247,0.00937312341714316,0.000313307746534033,0.0308608130336023,0.000704942429701574,2021
"51095",9749,27,2040,4784,1248,94907,2805,7,580,77733,29.5,57741,77733,0.742811933155803,0.125416489779116,0.0615440031904082,0.000347342827370615,0.0262436802902242,9.00518441331224e-05,0.0360850603990583,0.00746143851388728,2021
"51097",1621,22,0,231,1041,61672,327,0,73,6690,24.8,4416,6690,0.660089686098655,0.242301943198804,0.0345291479820628,0.00328849028400598,0,0,0.0488789237668161,0.0109118086696562,2021
"51099",4400,24,313,1584,1403,101599,987,0,306,26597,30,18983,26597,0.71372711208031,0.165432191600556,0.0595555889762003,0.000902357408730308,0.0117682445388578,0,0.0371094484340339,0.0115050569613114,2021
"51101",2650,166,240,501,1014,74592,424,13,2,17511,26.1,13515,17511,0.771800582491006,0.151333447547256,0.0286105876306322,0.00947975558220547,0.0137056707212609,0.000742390497401633,0.024213351607561,0.000114213922677174,2021
"51103",3174,0,98,104,890,64460,220,0,0,10916,28.2,7320,10916,0.670575302308538,0.290765848296079,0.00952729937706119,0,0.00897764748992305,0,0.0201539025283987,0,2021
"51105",841,15,67,459,601,37574,218,0,0,22482,37.1,20882,22482,0.928831954452451,0.0374077039409305,0.0204163330664532,0.000667200427008273,0.00298016190730362,0,0.00969664620585357,0,2021
"51107",30262,792,82348,56839,2033,156821,17067,284,2170,413574,27.3,223812,413574,0.54116554715722,0.0731719111936437,0.137433687804359,0.00191501399991295,0.199113097051555,0.000686696939362726,0.0412671009299424,0.00524694492400393,2021
"51109",5104,66,192,1225,1046,70974,1973,0,48,37136,32.7,28528,37136,0.768203360620422,0.137440758293839,0.0329868591124515,0.00177725118483412,0.00517018526497199,0,0.0531290392072383,0.001292546316243,2021
"51111",3989,2,42,659,714,47269,266,0,0,11982,24.1,7024,11982,0.586212652311801,0.332916040727758,0.0549991654147889,0.000166917042230012,0.00350525788683025,0,0.0221999666165916,0,2021
"51113",1018,2,107,432,983,72349,534,0,12,13731,33.1,11626,13731,0.846697254387881,0.0741388099919889,0.0314616561066201,0.000145655815308426,0.0077925861190008,0,0.0388901026873498,0.000873934891850557,2021
"51115",799,0,0,247,1063,73229,269,0,0,8548,25.9,7233,8548,0.846162845109967,0.0934721572297613,0.0288956481048198,0,0,0,0.0314693495554516,0,2021
"51117",10286,124,285,920,719,46378,426,4,0,30347,28.7,18302,30347,0.603090915082216,0.338946189079645,0.0303160114673609,0.0040860711108182,0.00939137311760635,0.000131808745510265,0.0140376313968432,0,2021
"51119",1562,22,149,324,939,63782,167,11,137,10686,26.9,8314,10686,0.778027325472581,0.146172562230956,0.0303200449185851,0.00205876848212615,0.0139434774471271,0.00102938424106307,0.0156279243870485,0.0128205128205128,2021
"51121",4103,324,6413,3442,1082,60666,1884,150,286,99294,31.4,82692,99294,0.832799564928394,0.0413217314238524,0.0346647330150865,0.00326303704151308,0.0645859769976031,0.0015106652969968,0.0189739561302798,0.00288033516627389,2021
"51125",1818,7,34,664,858,67707,226,0,61,14795,28,11985,14795,0.810070969922271,0.122879351132139,0.0448800270361609,0.00047313281514025,0.00229807367353836,0,0.0152754308888138,0.00412301453193646,2021
"51127",2849,177,233,862,1101,101628,926,0,0,22519,39.1,17472,22519,0.775878147342244,0.126515387006528,0.0382787868022559,0.00786002930858386,0.0103468182423731,0,0.041120831298015,0,2021
"51131",3899,0,130,1131,694,50347,352,0,0,12226,24.7,6714,12226,0.549157533126125,0.318910518566988,0.0925077703255357,0,0.0106330770489122,0,0.0287911009324391,0,2021
"51133",2593,0,41,472,977,61291,690,0,0,11965,20.8,8169,11965,0.682741328875888,0.216715419974927,0.0394483911408274,0,0.00342666109486001,0,0.0576681989134977,0,2021
"51135",6203,8,69,745,765,54614,157,0,0,15667,22,8485,15667,0.541584221612306,0.395927746218166,0.0475521797408566,0.000510627433458863,0.00440416161358269,0,0.0100210633816302,0,2021
"51137",4521,3,492,2021,950,79211,1144,0,75,36001,26.9,27745,36001,0.770673036860087,0.125579845004305,0.0561373295186245,8.33310185828171e-05,0.013666287047582,0,0.0317768950862476,0.00208327546457043,2021
"51139",284,17,101,526,797,53168,656,0,97,23734,27.1,22053,23734,0.929173337827589,0.0119659560124716,0.0221622988118311,0.000716272014831044,0.00425549844105503,0,0.0276396730428921,0.00408696384933007,2021
"51141",1007,19,76,582,621,47215,142,0,11,17661,26.2,15824,17661,0.895985504784554,0.0570182888851141,0.0329539663665704,0.00107581677141725,0.00430326708566899,0,0.00804031481796048,0.000622841288715248,2021
"51143",12040,33,230,1711,770,49486,1906,0,24,60833,28.6,44889,60833,0.737905413180346,0.197918892706261,0.0281261815133234,0.000542468725856032,0.00378084263475416,0,0.0313316785297454,0.000394522709713478,2021
"51145",2715,43,57,708,1114,101395,786,0,88,29979,27.2,25582,29979,0.853330664798692,0.0905633943760632,0.0236165315721005,0.00143433736949198,0.00190133093165216,0,0.0262183528469929,0.00293538810500684,2021
"51147",6785,71,194,719,752,49019,672,131,11,21887,28.6,13304,21887,0.607849408324576,0.310001370676657,0.032850550555124,0.00324393475579111,0.00886370905103486,0.00598528807054416,0.0307031571252342,0.000502581441038059,2021
"51149",12655,171,639,3659,1394,78895,1850,166,199,42170,27.5,22831,42170,0.54140384159355,0.300094854161726,0.0867678444391748,0.00405501541380128,0.0151529523357837,0.00393644771164335,0.0438700497984349,0.0047189945458857,2021
"51153",96930,917,44734,116959,1806,113831,20736,351,1779,477224,29.5,194818,477224,0.408231773758235,0.203112165356311,0.245081974083449,0.0019215295123464,0.0937379511508223,0.00073550366285015,0.0434512933129935,0.00372780916299264,2021
"51155",1675,4,210,644,748,55446,664,53,63,33893,23.6,30580,33893,0.902251202313162,0.0494202342666627,0.0190009736523766,0.000118018469890538,0.00619596966925324,0.00156374472604963,0.0195910660018293,0.00185879090077597,2021
"51157",299,23,35,295,1097,90307,228,0,14,7400,23.4,6506,7400,0.879189189189189,0.0404054054054054,0.0398648648648649,0.00310810810810811,0.00472972972972973,0,0.0308108108108108,0.00189189189189189,2021
"51159",2409,37,4,657,861,57697,432,0,1,8902,25.1,5362,8902,0.602336553583464,0.270613345315659,0.0738036396315435,0.00415636935520108,0.000449337227589306,0,0.048528420579645,0.000112334306897326,2021
"51161",5568,122,3447,3217,1029,74622,2066,35,52,96303,27.5,81796,96303,0.849360871416259,0.0578175134731005,0.0334049821916244,0.00126683488572526,0.0357932774679917,0.000363436237708067,0.0214531219172819,0.000539962410309129,2021
"51163",775,112,207,486,857,57828,313,0,37,22663,25.4,20733,22663,0.91483916515907,0.0341967082910471,0.0214446454573534,0.00494197590786745,0.00913383047257645,0,0.0138110576710939,0.00163261704099193,2021
"51165",1924,20,723,6250,964,67484,1226,50,234,83090,24.8,72663,83090,0.87450956793838,0.0231556143940306,0.07521964135275,0.0002407028523288,0.00870140811168612,0.000601757130822,0.0147550848477554,0.00281622337224696,2021
"51167",395,58,11,137,587,41100,367,0,0,25932,26,24964,25932,0.962671602653093,0.0152321456115996,0.00528304797161808,0.00223661884929816,0.000424186333487583,0,0.0141523985809039,0,2021
"51169",193,44,10,309,582,42561,188,28,0,21576,24.7,20804,21576,0.96421950315165,0.0089451242120875,0.014321468298109,0.00203930292918057,0.00046347793845013,0.00129773822766036,0.00871338524286244,0,2021
"51171",811,21,479,3363,904,58609,1233,0,73,44037,26.8,38057,44037,0.864205100256602,0.0184163317210527,0.0763675999727502,0.000476871721506915,0.0108772168858006,0,0.0279991825056203,0.00165769693666689,2021
"51173",605,71,179,648,630,42588,354,12,0,29960,28.8,28091,29960,0.937616822429907,0.0201935914552737,0.0216288384512684,0.002369826435247,0.00597463284379172,0.000400534045393858,0.0118157543391188,0,2021
"51175",5698,37,44,367,817,65079,851,0,68,18028,28.2,10963,18028,0.608109607277568,0.316063900599068,0.0203572220989572,0.00205236299090304,0.00244064788107389,0,0.0472043487907699,0.00377191036165964,2021
"51177",22295,232,3551,14838,1556,98973,5664,69,433,138493,29.3,91411,138493,0.660040579668286,0.160982865559992,0.107138988974172,0.00167517491858794,0.0256402850685594,0.000498220126649,0.0408973738744919,0.00312651180926112,2021
"51179",27674,374,4987,21754,1647,119818,8917,42,559,154204,28.6,89897,154204,0.582974501309953,0.179463567741433,0.141072864517133,0.00242535861585951,0.0323402765168219,0.000272366475577806,0.0578259967316023,0.00362506809161889,2021
"51181",2836,2,7,179,943,61105,46,0,0,6563,26.1,3493,6563,0.53222611610544,0.432119457565138,0.0272741124485753,0.000304738686576261,0.00106658540301691,0,0.007008989791254,0,2021
"51183",6127,0,33,356,868,56968,188,0,0,10960,29.6,4256,10960,0.388321167883212,0.559032846715328,0.0324817518248175,0,0.00301094890510949,0,0.0171532846715328,0,2021
"51185",1361,47,301,447,671,42937,430,8,13,40615,26.3,38008,40615,0.93581189215807,0.0335097870244983,0.0110057860396405,0.00115720792810538,0.0074110550289302,0.000196971562230703,0.0105872214699003,0.000320078788624892,2021
"51187",1803,34,493,2179,1067,72840,1214,0,224,40442,26.1,34495,40442,0.8529499035656,0.0445823648682063,0.0538796300875328,0.000840710152811434,0.0121902972157658,0,0.0300182978092082,0.00553879630087533,2021
"51191",838,36,276,853,737,54737,718,0,20,53997,24.5,51256,53997,0.94923792062522,0.0155193807063355,0.0157971739170695,0.000666703705761431,0.00511139507750431,0,0.0132970350204641,0.00037039094764524,2021
"51193",4672,30,188,1209,908,53113,513,1,109,18324,31.5,11602,18324,0.633158698974023,0.254966164592884,0.0659790438768828,0.00163719711853307,0.0102597686094739,5.45732372844357e-05,0.0279960707269155,0.00594848286400349,2021
"51195",1961,55,194,477,636,44884,497,0,84,36531,28.8,33263,36531,0.910541731679943,0.0536804357942569,0.0130574033013057,0.00150557061126167,0.00531055815608661,0,0.0136048835235827,0.00229941693356328,2021
"51197",601,17,219,381,637,52726,556,26,45,28347,22.9,26502,28347,0.934913747486506,0.0212015380816312,0.0134405757222987,0.000599710727766607,0.00772568525769923,0.000917204642466575,0.0196140685081314,0.00158746957349984,2021
"51199",9042,56,3716,4907,1622,96144,3506,28,290,69635,28.8,48090,69635,0.690600990881022,0.129848495727723,0.0704674373519064,0.000804193293602355,0.0533639692683277,0.000402096646801178,0.0503482444173189,0.00416457241329791,2021
"51510",33309,196,10073,26086,1848,105450,6541,42,450,158185,27.8,81488,158185,0.515143660903373,0.210569902329551,0.164908177134368,0.00123905553623921,0.0636786041660082,0.000265511900622689,0.041350317666024,0.00284477036381452,2021
"51520",1016,0,44,438,737,43879,576,1,0,16996,28.4,14921,16996,0.877912449988232,0.0597787714756413,0.0257707695928454,0,0.00258884443398447,5.8837373499647e-05,0.0338903271357967,0,2021
"51530",499,8,46,110,874,42156,122,21,36,6649,32.8,5807,6649,0.873364415701609,0.0750488795307565,0.0165438411791247,0.00120318844939089,0.00691833358399759,0.00315836967965108,0.018348623853211,0.00541434802225899,2021
"51540",8348,76,3257,2650,1250,63470,1525,5,251,46597,32.5,30485,46597,0.654226666952808,0.179153164366805,0.056870613988025,0.00163100628795845,0.0698972036826405,0.000107303045260424,0.0327274288044295,0.00538661287207331,2021
"51550",71184,244,8475,16843,1328,85563,11124,146,1339,247172,32.3,137817,247172,0.557575291699707,0.287993785703882,0.0681428317123299,0.000987166831194472,0.0342878643212014,0.000590681792436036,0.045005097664784,0.00541728027446475,2021
"51570",2939,30,643,1220,1075,65570,545,0,6,18127,34.8,12744,18127,0.703039664588735,0.162133833508027,0.0673029182986705,0.0016549897942296,0.0354719479229878,0,0.0300656479285044,0.00033099795884592,2021
"51580",679,0,69,146,802,41242,220,0,0,5716,26.4,4602,5716,0.805108467459762,0.118789363191043,0.0255423372988104,0,0.0120713785864241,0,0.0384884534639608,0,2021
"51590",20809,19,566,2021,733,38904,1608,47,83,42556,28,17403,42556,0.408943509728358,0.488979227370994,0.047490365635868,0.000446470532944826,0.0133001221919353,0.00110442710781088,0.0377855061565937,0.00195037127549582,2021
"51595",3657,7,0,455,841,36111,510,0,8,5761,28.4,1124,5761,0.195105016490193,0.634785627495226,0.0789793438639125,0.00121506682867558,0,0,0.088526297517792,0.00138864780420066,2021
"51600",1285,0,4405,4234,1841,118492,880,0,79,23980,32.9,13097,23980,0.546163469557965,0.0535863219349458,0.176563803169308,0,0.183694745621351,0,0.036697247706422,0.00329441201000834,2021
"51610",658,0,1339,1545,2020,155071,666,0,46,14494,23.3,10240,14494,0.706499241065268,0.0453980957637643,0.106595832758383,0,0.0923830550572651,0,0.0459500482958466,0.00317372705947289,2021
"51620",4397,0,227,243,851,49424,284,0,0,8249,30.6,3098,8249,0.375560674021093,0.53303430718875,0.0294581161352891,0,0.0275184870893442,0,0.0344284155655231,0,2021
"51630",5593,39,975,3177,1355,72293,1929,0,63,28027,28.4,16251,28027,0.579833731758661,0.199557569486567,0.11335497912727,0.00139151532450851,0.0347878831127127,0,0.0688264887429978,0.00224783244728298,2021
"51640",281,9,32,1192,569,39808,103,27,18,6681,25.7,5019,6681,0.751234845083071,0.0420595719203712,0.178416404729831,0.00134710372698698,0.00478970214039814,0.00404131118096093,0.0154168537644065,0.00269420745397396,2021
"51650",66226,416,2977,8647,1159,59380,6891,90,1081,136748,32.8,50420,136748,0.368707403398953,0.484292274841314,0.0632331003012841,0.0030420920232837,0.021769971041624,0.000658144908883494,0.0503919618568462,0.00790505162781174,2021
"51660",3411,20,1600,10668,945,51055,2527,0,349,52062,28.7,33487,52062,0.643213860397219,0.0655180361876224,0.204909530943875,0.000384157350850909,0.0307325880680727,0,0.0485382812800123,0.00670354577234835,2021
"51670",9915,8,233,1980,957,44209,682,0,28,23020,28.5,10174,23020,0.441963509991312,0.430712423979149,0.0860121633362294,0.000347523892267593,0.0101216333622937,0,0.0296264118158123,0.00121633362293658,2021
"51678",388,0,292,409,1057,66114,328,0,42,7287,30.3,5828,7287,0.79978043090435,0.0532455056950734,0.0561273500754769,0,0.0400713599560862,0,0.0450116646082064,0.00576368876080692,2021
"51680",22270,110,1947,3565,928,54015,2010,21,190,78973,28.7,48860,78973,0.618692464513188,0.281995112253555,0.0451420105605713,0.00139288111126588,0.024653995669406,0.000265913666696213,0.0254517366694946,0.00240588555582288,2021
"51683",5379,27,2400,16241,1641,101934,1828,0,139,42596,31.6,16582,42596,0.389285378908818,0.126279462860362,0.381279932388018,0.000633862334491502,0.0563433186214668,0,0.0429148276833506,0.00326321720349329,2021
"51685",2313,0,1878,6995,1916,90544,562,0,20,17081,34.5,5313,17081,0.311047362566594,0.135413617469703,0.409519348984252,0,0.109946724430654,0,0.0329020549148176,0.00117089163397928,2021
"51690",5987,75,121,899,685,36832,481,15,142,13476,26.9,5756,13476,0.427129712080736,0.444271297120807,0.0667111902641733,0.00556544968833482,0.00897892549718017,0.00111308993766696,0.0356930840011873,0.0105372514099139,2021
"51700",74466,307,6300,17765,1118,57463,8080,157,1468,185069,30.5,76526,185069,0.413499829793212,0.402368846214115,0.0959912248944988,0.00165884075669075,0.0340413575477254,0.000848332243649666,0.0436593919024796,0.00793217664762872,2021
"51710",95557,489,8490,20591,1114,56244,10317,93,708,238556,30.9,102311,238556,0.428876238702862,0.40056422810577,0.0863151628967622,0.00204983316286323,0.0355891279196499,0.000389845570851289,0.0432477070373413,0.00296785660390013,2021
"51720",88,0,2,0,469,35592,40,0,0,3696,29.4,3566,3696,0.96482683982684,0.0238095238095238,0,0,0.000541125541125541,0,0.0108225108225108,0,2021
"51730",25203,13,338,1689,1023,44890,933,32,33,33229,28.9,4988,33229,0.150109843811129,0.758463992295886,0.0508290950675615,0.000391224532787625,0.0101718378524783,0.000963014234554155,0.0280778837762196,0.000993108429383972,2021
"51735",181,0,229,396,1475,112026,388,0,0,12382,19.9,11188,12382,0.903569697948635,0.0146179938620578,0.0319819092230657,0,0.0184945889193991,0,0.0313358100468422,0,2021
"51740",50467,283,1461,4689,1116,54020,4604,43,324,97454,33.5,35583,97454,0.365126110780471,0.517854577544277,0.0481150081063887,0.00290393416381062,0.0149916883863156,0.000441233812875818,0.0472428017320993,0.00332464547376198,2021
"51750",1470,5,303,483,856,44360,450,5,44,16205,34.5,13445,16205,0.829682196852823,0.0907127429805616,0.0298056155507559,0.000308546744831842,0.0186979327368096,0.000308546744831842,0.0277692070348658,0.00271521135452021,2021
"51760",101574,329,4743,16493,1132,54795,8123,20,867,225676,31.2,93527,225676,0.414430422375441,0.450087736400858,0.0730826494620607,0.00145784221627466,0.02101685602368,8.86226271291586e-05,0.0359940800085078,0.00384179088604903,2021
"51770",28449,163,3133,6619,845,48476,3670,71,279,99578,28.7,57194,99578,0.574363815300568,0.285695635582157,0.0664705055333507,0.00163690775070799,0.0314627729016449,0.000713008897547651,0.0368555303380265,0.00280182369599711,2021
"51775",1794,19,469,903,988,66472,586,21,205,25335,24.7,21338,25335,0.842234063548451,0.0708111308466548,0.0356423919478982,0.000749950661140714,0.0185119400039471,0.000828892835997632,0.0231300572330768,0.00809157292283402,2021
"51790",2753,107,340,905,897,53041,815,69,47,25358,29.1,20322,25358,0.801403896206325,0.108565344270053,0.0356889344585535,0.00421957567631517,0.0134079974761417,0.00272103478192286,0.0321397586560454,0.00185345847464311,2021
"51800",37927,128,1678,4324,1266,81883,3722,0,287,93268,32.9,45202,93268,0.484646395333877,0.406645366041944,0.0463610241454733,0.0013723892438993,0.0179911652442424,0,0.0399065059827594,0.00307715400780546,2021
"51810",83866,671,31336,39273,1433,81810,23308,445,1727,457658,29.7,277032,457658,0.605325373969208,0.183250374733972,0.0858129869902853,0.00146616032058874,0.0684703424828147,0.000972341792342754,0.0509288595414043,0.00377356016938413,2021
"51820",2410,75,344,1978,860,47238,1083,0,0,22149,31.9,16259,22149,0.734073773082306,0.108808524086866,0.0893042575285566,0.00338615738859542,0.0155311752223577,0,0.0488961126913179,0,2021
"51830",2389,0,1011,1131,1204,65297,370,0,31,15299,29.6,10367,15299,0.677625988626708,0.156153996993268,0.073926400418328,0,0.0660827505065691,0,0.0241845872279234,0.00202627622720439,2021
