"GEOID","af.am","am.ind","asian","hispanic","median.gross.rent","median.household.income","multiple","nh.pi","other","population","rent.burden","white","checkTot","pct.white","pct.af.am","pct.hispanic","pct.am.ind","pct.asian","pct.nh.pi","pct.multiple","pct.other","year"
"42085",6513,100,640,1768,704,52810,2671,18,245,111216,28.2,99261,111216,0.892506473888649,0.0585617177384549,0.015896993238383,0.000899151201266005,0.00575456768810243,0.000161847216227881,0.024016328585815,0.00220292044310171,2021
"42087",306,89,178,784,721,54738,853,0,20,46156,25.2,43926,46156,0.951685588005893,0.00662969061443799,0.016985873992547,0.00192824334864373,0.00385648669728746,0,0.018480804229136,0.000433313112054771,2021
"42089",21969,231,4124,28997,1229,72679,4522,0,1581,168128,31.1,106704,168128,0.634659307194518,0.130668300342596,0.172469784925771,0.00137395317853064,0.0245289303387895,0,0.0268961743433574,0.009403549676437,2021
"42091",76527,238,65630,47038,1393,99361,26550,224,3445,850890,28.1,631238,850890,0.741856174123565,0.0899375947537285,0.0552809411322263,0.00027970713018134,0.0771310040075685,0.000263253769582437,0.0312026231357755,0.00404870194737275,2021
"42093",364,17,643,500,815,64858,192,0,6,18198,27.8,16476,18198,0.905374216946917,0.0200021980437411,0.0274755467633806,0.00093416858995494,0.0353335531377074,0,0.0105506099571381,0.000329706561160567,2021
"42095",16596,90,8856,44530,1173,77103,7613,130,963,311359,30.1,232581,311359,0.746986597464663,0.0533018155890788,0.143018188008055,0.000289055399073096,0.0284430512687926,0.000417524465327805,0.0244508750349275,0.00309289277008212,2021
"42097",2123,15,302,3680,702,51005,1592,29,300,91853,26.7,83812,91853,0.912457949114346,0.0231130175388937,0.0400640153288407,0.000163304410307774,0.00328786212752986,0.000315721859928364,0.0173320414139985,0.00326608820615549,2021
"42099",409,71,167,1039,773,72922,888,0,45,45879,24,43260,45879,0.942915059177401,0.00891475402689684,0.0226465267333638,0.00154754898755422,0.00364000959044443,0,0.0193552605767345,0.000980840907604786,2021
"42101",633122,2856,117537,245968,1149,52649,50826,320,7054,1596865,31.1,539182,1596865,0.337650333622441,0.396478099275768,0.154031806070018,0.00178850435071218,0.0736048444921769,0.000200392644337499,0.0318286141909304,0.00441740535361474,2021
"42103",3112,29,851,6783,1204,71360,1505,7,165,58345,36.8,45893,58345,0.786579826891765,0.0533379038478019,0.11625674865027,0.000497043448453166,0.0145856542977119,0.00011997600479904,0.0257948410317936,0.00282800582740595,2021
"42105",72,24,72,246,688,50944,263,0,17,16478,26,15784,16478,0.95788323825707,0.00436946231338755,0.0149289962374075,0.00145648743779585,0.00436946231338755,0,0.0159606748391795,0.00103167860177206,2021
"42107",3868,68,614,7759,741,57785,2556,11,34,143308,26.8,128398,143308,0.895958355430262,0.0269908169816061,0.0541421274457811,0.000474502470204036,0.00428447818684233,7.67577525330058e-05,0.0178357104976694,0.000237251235102018,2021
"42109",344,11,222,906,787,62951,593,0,24,39877,23.8,37777,39877,0.947338064548487,0.00862652656920029,0.0227198635805101,0.000275848233317451,0.00556711889058856,0,0.0148707274870226,0.000601850690874439,2021
"42111",1724,16,291,1182,657,54332,1385,18,143,74331,27.8,69572,74331,0.935975568739826,0.0231935531608616,0.0159018444525164,0.000215253393604284,0.00391492109617791,0.000242160067804819,0.0186328718838708,0.00192382720533828,2021
"42113",202,5,8,123,698,54074,77,12,3,5935,27.7,5505,5935,0.927548441449031,0.0340353833192923,0.0207245155855097,0.0008424599831508,0.00134793597304128,0.00202190395956192,0.0129738837405223,0.00050547598989048,2021
"42115",229,4,154,712,812,59391,550,0,22,38892,27.3,37221,38892,0.957034865782166,0.00588810038054099,0.0183071068600226,0.000102848914943947,0.00395968322534197,0,0.0141417258047928,0.00056566903219171,2021
"42117",330,15,204,546,743,54671,550,2,32,41089,28.3,39410,41089,0.959137482051157,0.00803134658911144,0.0132882279928935,0.000365061208595975,0.00496483243690525,4.86748278127966e-05,0.0133855776485191,0.000778797245004746,2021
"42119",2846,114,735,2613,794,61807,401,7,91,43094,26.5,36287,43094,0.8420429758203,0.0660416763354527,0.0606348911681441,0.0026453798672669,0.017055738617905,0.00016243560588481,0.00930523970854411,0.00211166287650253,2021
"42121",555,4,216,563,682,55899,1156,0,124,50810,24.5,48192,50810,0.948474709702814,0.0109230466443613,0.0110804959653611,7.87246604999016e-05,0.00425113166699469,0,0.0227514268844716,0.00244046447549695,2021
"42123",239,48,147,454,666,55796,873,15,49,38791,23.9,36966,38791,0.952953004562914,0.00616122296408961,0.0117037457142121,0.00123740042793431,0.00378953881054884,0.000386687633729473,0.0225052202830553,0.00126317960351628,2021
"42125",6911,7,2126,3805,820,68787,5192,60,519,209090,24.9,190470,209090,0.910947438901908,0.0330527524032713,0.0181979052082835,3.3478406427854e-05,0.0101678702950882,0.000286957769381606,0.0248314123104883,0.00248218470515089,2021
"42127",1557,29,317,2482,852,56744,993,20,133,51244,28.8,45713,51244,0.892065412536102,0.0303840449613613,0.0484349387245336,0.000565919912575131,0.0061860900788385,0.000390289594879401,0.0193778783857622,0.00259542580594801,2021
"42129",8004,103,3561,4640,757,64708,8226,33,485,355107,26.7,330055,355107,0.929452249603641,0.0225396852216374,0.0130664841864565,0.000290053420518323,0.0100279634025801,9.29297366709189e-05,0.0231648489046963,0.00136578552379987,2021
"42131",238,9,102,546,824,62795,530,0,8,26389,25.1,24956,26389,0.945697070749176,0.00901890939406571,0.0206904391981507,0.000341051195573913,0.00386524688317102,0,0.0200841259615749,0.000303156618287923,2021
"42133",24469,247,6456,37411,1025,72543,13046,163,1459,454605,29.2,371354,454605,0.816871789795537,0.0538247489578865,0.0822934195620374,0.000543328823924066,0.0142013396245092,0.000358553029553129,0.0286974406352768,0.00320937957127616,2021
